review,sentiment,review_lemmatized
gangguan atw sihh d update terusss,0.0,ganggu atw sihh d update terusss
aplikasi bikin mumet,0.0,aplikasi bikin mumet
rekening sy potong otomatis lg kn sy udh bayar manual minimarket krna pembayaran bpjs slama gk kepotong otomatis pdahal saldo ckup ap a krtu bpjs a pas d pake gk aktif krna sy buru pembayaran manual byr kartu a bs pake,0.0,rekening sy potong otomatis lg kn sy udh bayar manual minimarket krna bayar bpjs slama gk kepotong otomatis pdahal saldo ckup ap a krtu bpjs a pas d pake gk aktif krna sy buru bayar manual byr kartu a bs pake
transper dg pilihan bi fass bikin kecewa sdh brp kali sy setting utk transper online je setting bi fass bgitu transper resi sdh sukses pot nya nya sdh dipot saldobya tp blm diterima no tujuan bikin kesal aza jgn dipersulit klo bi fass nerugikan sy tol aflikasi ditempat sy hilangin aza bi fass nya sy sdh sekian kali bgini,0.0,transper dg pilih bi fass bikin kecewa sdh brp kali sy setting utk transper online je setting bi fass bgitu transper resi sdh sukses pot dia dia sdh dipot saldobya tp blm terima no tuju bikin kesal aza jgn sulit klo bi fass nerugikan sy tol aflikasi tempat sy hilangin aza bi fass dia sy sdh sekian kali bgini
device samsung j gak install livin kuning si tulisan nya perangkat kompetibel gimana solusinya,0.0,device samsung j gak install livin kuning si tulis dia perangkat kompetibel gimana solusi dia
bagusan biru kemana kacau gagal transaksi,0.0,bagus biru kemana kacau gagal transaksi
aplikasi bs menge cek transaksi debit kredit uang yg msk transaksi keliatan kemarin screenshot transaksi janggal tp dihilangkan,0.0,aplikasi bs menge cek transaksi debit kredit uang yang msk transaksi liat kemarin screenshot transaksi janggal tp hilang
bintang aj blm perbaikan nyesel asli pake yg kuning sayangnya tgl yg biru tutup yg kuning transfer pembayaran virtual akun beli susah susah ket gagal huuuuuf pdhl no tujuan udh bener,0.0,bintang aj blm baik nyesel asli pake yang kuning sayang dia tgl yang biru tutup yang kuning transfer bayar virtual akun beli susah susah ket gagal huuuuuf pdhl no tuju udh bener
livin yg bar yg logo kuning parah pembaharuan bagus parah nch apk,0.0,livin yang bar yang logo kuning parah baharu bagus parah nch apk
pake biru cpt bgt pake yg kuning loading gak log in trus penurunan sih pdhal dlu sneng bgt pake mandiri tolong dibenahi,0.0,pake biru cpt bgt pake yang kuning loading gak log in trus turun sih pdhal dlu sneng bgt pake mandiri tolong benah
gangguan orng jatuh tempo kualitas bumn msh swasta bca msh yg terbaik,0.0,ganggu orng jatuh tempo kualitas bumn msh swasta bca msh yang baik
beee,0.0,beee
susah masuk nya akses masuk macet bagusan yg logo biru akses mudah cepat,0.0,susah masuk nya akses masuk macet bagusan yang logo biru akses mudah cepat
aplikasi jelek pas instal gak verifikasi livin gak buka,0.0,aplikasi jelek pas instal gak verifikasi livin gak buka
tf malem trouble tolong perbaiki,0.0,tf malem trouble tolong perbaiki
aplikasi eror buka muter pdahal jaringan bagus kondisi urgent eror gini,0.0,aplikasi eror buka muter pdahal jaring bagus kondisi urgent eror gini
sya login livin via web knapa login via apps muncul kterangan kartu blokir,0.0,sya login livin via web knapa login via apps muncul kterang kartu blokir
pikirkan jg fasilitasi pengguna tabungan mikro,0.0,pikir jg fasilitasi guna tabung mikro
enak yg,0.0,enak yang
ruwet top up ganguan terusss,0.0,ruwet top up gangu terusss
sy transfer eh emang sih transfer ganti bank ajalah hidup susah bye bye mandiri pilihan,0.0,sy transfer eh emang sih transfer ganti bank ajalah hidup susah bye bye mandiri pilihan
knp habis uprge nggk d buka apliksi nya,0.0,knp habis uprge nggk d buka apliksi dia
mandiri potongan bulanannya biaya kartu biaya saldo minimal biaya administrasi kali lipat rekening karyawan,0.0,mandiri potong bulan dia biaya kartu biaya saldo minimal biaya administrasi kali lipat rekening karyawan
parah parahhhhhhhh,0.0,parah parahhhhhhhh
pengin ngasih bintang aja,0.0,pengin ngasih bintang aja
gk beres maintenance,0.0,gk beres maintenance
aplikasi bikin emosi login aja susahnya ampun loading muncul tulisan berhasil terhubung,0.0,aplikasi bikin emosi login aja susah nya ampun loading muncul tulis berhasil hubung
parah enakan biru banding aplikasinya,0.0,parah enak biru banding aplikasi dia
apk lemot dibandingkan mbca stabil bca kebnyakan loading kadang gak login,0.0,apk lemot banding mbca stabil bca bnyak loading kadang gak login
ga login jaringan bermasalah jaringan cepet kali kalo perbaikan app munculin notif perbaikan udah uninstall download ga,0.0,ga login jaring masalah jaring cepet kali kalo baik app munculin notif baik udah uninstall download ga
logo biru pindah cari busuk,0.0,logo biru pindah cari busuk
habis donlut instal trus aktivasi habisin pulsa sms premium otp g hasil yg biru aja wis n jgn nonaktifkan tuh aplikasi yg biru,0.0,habis donlut instal trus aktivasi habisin pulsa sms premium otp g hasil yang biru aja wis n jgn nonaktifkan tuh aplikasi yang biru
jelek bgt aja update,0.0,jelek bgt aja update
niat bikin aplikasi ngga sih livin biru suruh ganti livin kuning tp verifikasi nya gagal mulu gimana gue ganti,0.0,niat bikin aplikasi ngga sih livin biru suruh ganti livin kuning tp verifikasi dia gagal mulu gimana gue ganti
nyesel gua perbarui mending pake livin pake aplikasi mending pake m banking menyuruh updete,0.0,nyesel gua perbarui mending pake livin pake aplikasi mending pake m banking suruh updete
buruk pake yg gold login aja susah banget,0.0,buruk pake yang gold login aja susah banget
ribet anjir bayar virtual akun susah banget,0.0,ribet anjir bayar virtual akun susah banget
livin bagus bagus demo maksudnya kayak situs judi online aja ganguan trus gak jelaaasssssss,0.0,livin bagus bagus demo maksud nya kayak situs judi online aja gangu trus gak jelaaasssssss
susah login tolong solusinya,0.0,susah login tolong solusi dia
sampek skrg blom dpet blasan sms yg gak dipakek,0.0,sampek skrg blom dpet blasan sms yang gak pakek
aplikasi maintenance muluuuuu,0.0,aplikasi maintenance muluuuuu
verifikasi sms ga,0.0,verifikasi sms ga
cocok android os,0.0,cocok android os
enakan livin yg biru dibanding kuning,0.0,ena livin yang biru banding kuning
gangguan trus pas gajian,0.0,ganggu trus pas gaji
lambat susah d akses,0.0,lambat susah d akses
gak login sdh mengikuti arahan tp verifikasi gagal,0.0,gak login sdh ikut arah tp verifikasi gagal
pagi login muter mulu,0.0,pagi login muter mulu
gabisa top up dana gajelas bikin males pake mandiri,0.0,gabisa top up dana gajelas bikin males pake mandiri
aplikasi penguras baterai doang mah penggunaan baterai parah nyampe hp panas,0.0,aplikasi uras baterai doang mah guna baterai parah nyampe hp panas
kecewa apk livin top up pulsa saldo mencukupi,0.0,kecewa apk livin top up pulsa saldo cukup
update mkin bgus mkin jelek knp loading nya bangettt,0.0,update mkin bgus mkin jelek knp loading dia bangettt
livin error,0.0,livin error
min pas verifikasi pake sms menu ulangi tetep aja gak masuk verifikasi jua pake pulsa tolong perbaiki aplikasinya males pakelivin,0.0,min pas verifikasi pake sms menu ulangi tetep aja gak masuk verifikasi jua pake pulsa tolong perbaiki aplikasi dia males pakelivin
pembayaran multipayment nya koq ribet bgt bnyak bgt yg gak terdafar notifnya pncarian ditemukan pdhl livin yg transaksi multipayment aman aman aja lengkap jd pgn buka bank trnsaksi nih krn kebutuhan hrs trnsaksi,0.0,bayar multipayment dia koq ribet bgt bnyak bgt yang gak dafar notif dia pncarian temu pdhl livin yang transaksi multipayment aman aman aja lengkap jd pgn buka bank trnsaksi nih krn butuh hrs trnsaksi
udah daftra livin vocer,0.0,udah daftra livin vocer
download tp loading,0.0,download tp loading
oktober knpa terbuka apk nya emng,0.0,oktober knpa terbuka apk dia emng
kasih bintang aja kecewa riset hp aplikasinya gak buka iya bank daftar kaya kalo emang iya gitu menyusahkan merepotkan aplikasi sejenis tetangga sebelah langsung login ngulang kalo ngulang gak bank gak papa gak gagal mulu buang pulsa doang,0.0,kasih bintang aja kecewa riset hp aplikasi dia gak buka dia bank daftar kaya kalo emang iya gitu susah merepotkan aplikasi sejenis tetangga sebelah langsung login ngulang kalo ngulang gak bank gak papa gak gagal mulu buang pulsa doang
aplikasi nya jelek banget parah diklik pemberitahuan pengaturan otomatis udah masuk pengaturan tetep aja ga dibuka aplikasi nya jelek banget aplikasi,0.0,aplikasi dia jelek banget parah klik beritahu atur otomatis udah masuk atur tetep aja ga buka aplikasi dia jelek banget aplikasi
error gangguan shubuh,0.0,error ganggu shubuh
abis d update g buka,0.0,abis d update g buka
ngga habis pikir mempermudah menghambat total orang transaksi,0.0,ngga habis pikir mudah hambat total orang transaksi
tolong kembalikan saldo pembayaran fif tanggal gagal saldo nya bikin aplikasi langsung otomatis kembalikan saldo kalo gagal capek mesti lapor bank nya penyelesaian nya email butuh kembalikan saldo,0.0,tolong mbali saldo bayar fif tanggal gagal saldo dia bikin aplikasi langsung otomatis mbali saldo kalo gagal capek mesti lapor bank dia selesai dia email butuh mbali saldo
aplikasi payah aplikasi yg membatasi kepentingan nasabah perbaiki kebijakannya,0.0,aplikasi payah aplikasi yang batas penting nasabah perbaiki bijak dia
ga login udh parah nee tolong diperbaiki aplikasinya,0.0,ga login udh parah nee tolong baik aplikasi dia
diinstal,0.0,instal
penyebab transaksi gagal,0.0,sebab transaksi gagal
ribet transaksi gagal nya,0.0,ribet transaksi gagal nya
burukkkkk masuk kadang mudah kadang ribetttt pasford salah disuruh bikin pasford,0.0,burukkkkk masuk kadang mudah kadang ribetttt pasford salah suruh bikin pasford
bank sekelas mandiri buka applikasi sampe menit bca mobile ter the best,0.0,bank sekelas mandiri buka applikasi sampe menit bca mobile ter the best
aplikasi susah masuknya,0.0,aplikasi susah masuk nya
susah daftar ribet bgt scan ktp buang,0.0,susah daftar ribet bgt scan ktp buang
login susah sinyal full,0.0,login susah sinyal full
apk update kecewa,0.0,apk update kecewa
nyesel upgrade livin yg mendingan livin biru verifikasi udah bener aja error sampe habis pulsa kirim verifikasi sms aja sekalinya seribu rupiah ga upgrade versi mending aja deh sebel,0.0,nyesel upgrade livin yang ding livin biru verifikasi udah bener aja error sampe habis pulsa kirim verifikasi sms aja sekali nya seribu rupiah ga upgrade versi mending aja deh sebel
update mulu updateakn jelek udah kali masukin pass salah mulu ampe habis pulsa sms verifikasi gak jelasssss apknya lbih bagus simple m bca,0.0,update mulu updateakn jelek udah kali masuk pass salah mulu ampe habis pulsa sms verifikasi gak jelasssss apk dia lbih bagus simple m bca
eror transaksi terhambat ga isi dana kerja oprator jaringan smartfren bayar lemot,0.0,eror transaksi terhambat ga isi dana kerja oprator jaring smartfren bayar lemot
tutup aj daftar suruh online gagal suruh cabang terdekat bank bumn kalah sebelah bubar,0.0,tutup aj daftar suruh online gagal suruh cabang dekat bank bumn kalah sebelah bubar
mengecewakan buka rekening ktp sdh difoto yg spt sih ribet sdh kartu kredit jg input dibilang data valid msh mending livin yg,0.0,kecewa buka rekening ktp sdh foto yang spt sih ribet sdh kartu kredit jg input bilang data valid msh mending livin yang
tinggal ttd doang gak pulsa sampe abis udah ttd yg ktp daftar terserah,0.0,tinggal ttd doang gak pulsa sampe abis udah ttd yang ktp daftar terserah
jam aplikasi suka eror keperluan ga sangka sangka,0.0,jam aplikasi suka eror perlu ga sangka sangka
update bug aplikasinya login jaringan bagus mesti kali buka muncul login,0.0,update bug aplikasi dia login jaring bagus mesti kali buka muncul login
gagal bikin rekening pulsa abis verifikasi,0.0,gagal bikin rekening pulsa abis verifikasi
jelek banget ya aplikasi mandirinya tolong errornya dimana namanya update ya parah buruk jelek banget,0.0,jelek banget ya aplikasi mandiri nya tolong error dia dimana nama dia update ya parah buruk jelek banget
aplikasi error mohon diperhatikan,0.0,aplikasi error mohon perhatikan
aplikasi kmpret nyesal upgrade kuning bagus biru rumit gagal klw transaksi tu wallet,0.0,aplikasi kmpret nyesal upgrade kuning bagus biru rumit gagal klw transaksi tu wallet
bermasalah error,0.0,masalah error
updaet gak masuk login,0.0,updaet gak masuk login
sikuning dah kali bermasalah auto debit x transaksi pasword sll gagal masuk bank yg pilih kasih yg fitur ksm topup diaplikasi track record sll ontime pembayaran nunggak payrol wajib pindah bank klo,0.0,sikuning dah kali masalah auto debit x transaksi pasword sll gagal masuk bank yang pilih kasih yang fitur ksm topup diaplikasi track record sll ontime bayar nunggak payrol wajib pindah bank klo
sy udh jg call mndiri ikuti ptunjuk ttp aja ga bs mlah terblokir kartu msukin pin lg uang ttp aja ga bs dpke m bnking payah apliksi jelek jgn donlod bgus yg biru yg dlu,0.0,sy udh jg call mndiri ikuti ptunjuk ttp aja ga bs mlah blokir kartu msukin pin lg uang ttp aja ga bs dpke m bnking payah apliksi jelek jgn donlod bgus yang biru yang dlu
parah notif top up gagal saldo gk sekelas mandiri memalukan,0.0,parah notif top up gagal saldo gk sekelas mandiri malu
instal berkali tp tdk transaksi,0.0,instal berkali tp tdk transaksi
udah verifikasi pin tpi ngga bsa lnjut,0.0,udah verifikasi pin tpi ngga bsa lnjut
ni perbaikanya login susah betu,0.0,ni perbaika dia login susah betu
tolong mandiri perbaiki klo malam jam jam maintenance mulu org klo mo transaksi jd sulit pakai livin kalah dgn bank yg jrg maintenance aplikasi nya payah klo gini trz mah mo isi tol aja susah klo jam sgitu,0.0,tolong mandiri perbaiki klo malam jam jam maintenance mulu org klo mo transaksi jd sulit pagai livin kalah dgn bank yang jrg maintenance aplikasi dia payah klo gini trz mah mo isi tol aja susah klo jam sgitu
payah banget aplikasi error nya ga kaya sebelah,0.0,payah banget aplikasi error dia ga kaya sebelah
top up saldo dana status transaksi gagal potong masuk saldo nya aplikasi dana kejadian april jam wib coba hubungi call center jam wib disuruh tunggu jam wib coba kunjungi cabang mandiri tunggu x jam solusi,0.0,top up saldo dana status transaksi gagal potong masuk saldo dia aplikasi dana jadi april jam wib coba hubungi call center jam wib suruh tunggu jam wib coba kunjungi cabang mandiri tunggu x jam solusi
hapus postingan udah logo kuning nyusahin butuh nya gak masuk pagi ampe malem bagusan yg logo biru gak kendala,0.0,hapus postingan udah logo kuning nyusahin butuh dia gak masuk pagi ampe malem bagus yang logo biru gak kendala
aplikasi bagus banding aplikasi nya susah banget mendeteksi wajah aplikasi jaringan bagus tdk memiliki jaringan yg bagus,0.0,aplikasi bagus banding aplikasi dia susah banget deteksi wajah aplikasi jaring bagus tdk milik jaring yang bagus
pengiriman sms verifikasi sms berhasil kemabali verifikasi aplikasi gagal pulsa habis rb kirim sms,0.0,kirim sms verifikasi sms berhasil kemabali verifikasi aplikasi gagal pulsa habis rb kirim sms
livin kuning gak loging,0.0,livin kuning gak loging
giliran bener butuhkan eror mulu logout ujung nya atm,0.0,gilir bener butuh eror mulu logout ujung dia atm
ribettttttt,0.0,ribettttttt
aja gonta ganti pasport d ubah minggu parah nih,0.0,aja gonta ganti pasport d ubah minggu parah nih
kenpa gagal menghubungkan melulu,0.0,kenpa gagal hubung lulu
muncul bekum berhasil terhubung mengecek disaat dibutuhkan darurat,0.0,muncul bekum berhasil hubung mengecek disaat butuh darurat
gangguan sih menghambat transaksi bisnis,0.0,ganggu sih hambat transaksi bisnis
gk jlas livin yg bru dri kmaren bkm bsa update aplikasi bru jelek,0.0,gk jlas livin yang bru dri kmaren bkm bsa update aplikasi bru jelek
update mlah mkin lemot,0.0,update mlah mkin lemot
bank tai mesin atm rusak duit gua ngurang aja gocap,0.0,bank tai mesin atm rusak duit gua ngurang aja gocap
bolak aktivasi kartu ga sampe dapet notifikasi pin terblokir telpon call centre jawabannya mesti bank tau gitu ngapain gembar gembor bikin rekening online mudah sampe abis pulsa kirim sms tlp call centre bank,0.0,bolak aktivasi kartu ga sampe dapet notifikasi pin blokir telpon call centre jawab dia mesti bank tau gitu ngapain gembar gembor bikin rekening online mudah sampe abis pulsa kirim sms tlp call centre bank
aplikasi murahan,0.0,aplikasi murahan
suka ngupdrate bolak,0.0,suka ngupdrate bolak
dikit update ampun dh aahh,0.0,dikit update ampun dh aahh
livin biru mudah,0.0,livin biru mudah
eror terossssss,0.0,eror terossssss
udah kartu debit gw terima pilihan dikirim kerumah ujung disuruh ngambil cabang mudah dipersulit,0.0,udah kartu debit gw terima pilih kirim kerumah ujung suruh ngambil cabang mudah sulit
iya,0.0,iya
g dibuka msh saldo,0.0,g buka msh saldo
jelek,0.0,jelek
bangke ni aplikasi berkala ganti password dah tau orang tua gaptek aja dipersulit gak kayak bca bri loginnya mudah,0.0,bangke ni aplikasi kala ganti password dah tau orang tua gaptek aja sulit gak kayak bca bri login dia mudah
lola tll berbelit praktis dibanding livin biru mah mobile bangking ter lola loading,0.0,lola tll belit praktis banding livin biru mah mobile bangking ter lola loading
buruk livin warna biru pas masuk keterangan nya akun blokir ga berguna yg warna biru udah bagus,0.0,buruk livin warna biru pas masuk terang dia akun blokir ga guna yang warna biru udah bagus
login aplikasi,0.0,login aplikasi
tolong apknya perbaiki login aja susah nya ampun bisanya gagal tersambung jaringan udh aneh,0.0,tolong apk dia perbaiki login aja susah nya ampun bisa dia gagal sambung jaring udh aneh
aplikasinya keren warna biru hehe,0.0,aplikasi dia keren warna biru hehe
app lemot,0.0,app lemot
mf livin keberatan trus apdet aplikasi terbaru nya login sllu dikenakan tarip daptar dri operator sim,0.0,mf livin berat trus apdet aplikasi baru nya login sllu kena tarip daptar dri operator sim
cacad,0.0,cacad
sempurna ganakan aplikasi nya masuknya susah bayar isi saldo rekber tifak karna layanan biru playstore otomatis pakai mandiri mobil,0.0,sempurna ganak aplikasi dia masuk nya susah bayar isi saldo rekber tifak karna layan biru playstore otomatis pagai mandiri mobil
tolol banget ajng top upke dana gak pakek alasan ngentod,0.0,tolol banget ajng top upke dana gak pakek alasan ngentod
g jg livin nya sdh daftar tp smpi yg salah lg y,0.0,g jg livin dia sdh daftar tp smpi yang salah lg y
update app tpi susah login baca komentar isinya smua keluhan eror login jdi susah kalo gini kalo versi yg aja hmm,0.0,update app tpi susah login baca komentar isi dia smua keluh eror login jdi susah kalo gini kalo versi yang aja hmm
k banyakan gangguan nya jelek,0.0,k banyakan ganggu dia jelek
lemot kembalikan livin biru mandiri online,0.0,lemot mbali livin biru mandiri online
dibuka aplikasi nya lemot sinyal ok memori hp jg sisa nya lemot ya mending livin yg biru fitur nya ribet pake yg,0.0,buka aplikasi dia lemot sinyal ok memori hp jg sisa dia lemot ya mending livin yang biru fitur dia ribet pake yang
login disetiap klik apapun,0.0,login disetiap klik apapun
skli update download,0.0,skli update download
update gajelas bgttt nyusahin,0.0,update gajelas bgttt nyusahin
update trsss,0.0,update trsss
udh error ga respon nanya pegawainy,0.0,udh error ga respon nanya pegawainy
butuh menit ketikan ntuk nunggu tilisan muncul lelet masukan id pasword beda yg biru ato hp yg gak hig kulitaaaaas ya,0.0,butuh menit tikan ntuk nunggu tilis muncul lelet masuk id pasword beda yang biru ato hp yang gak hig kulitaaaaas ya
gk masuk masukan nomor karu dll penuhin smua ehhh proses cobalagi coba ttp gk mempersulit ajh,0.0,gk masuk masuk nomor karu dll penuhin smua ehhh proses cobalagi coba ttp gk sulit ajh
nyaman iya tarik tunai kartu berhasil uang pending kabar hub call center mempersulit,0.0,nyaman dia tarik tunai kartu berhasil uang pending kabar hub call center sulit
mengecewakan gangguan dr,0.0,kecewa ganggu dr
ga masuk aplikasi ya muter muter gagal log in,0.0,ga masuk aplikasi ya muter muter gagal log in
knp pas update masuk apk nya,0.0,knp pas update masuk apk dia
punyaku for close min,0.0,punyaku for close min
aplikasinya ribet kacau login susah,0.0,aplikasi dia ribet kacau login susah
tgl jam siang bayar mandiri virtual account mbanking rekening mandiri berbeda bayar,0.0,tgl jam siang bayar mandiri virtual account mbanking rekening mandiri beda bayar
aplikasi,0.0,aplikasi
bad,0.0,bad
login smartphon mengecewakan,0.0,login smartphon kecewa
update bca nggak,0.0,update bca nggak
enggan pindah livin biru karna livin gold nggak top up aplikasi motion pay coba pakai livin gold istri nggak,0.0,enggan pindah livin biru karna livin gold nggak top up aplikasi motion pay coba pagai livin gold istri nggak
aplikasi lemot,0.0,aplikasi lemot
peaa,0.0,peaa
kebanyakan gonta ganti aplikasi error parah,0.0,kebanyakan gonta ganti aplikasi error parah
tolong tambahin vitur sembunyikan rekening aplikasi livin min livin tampilan yg warna biru jujur suka livin warna biru ringan mudah privasi,0.0,tolong tambahin vitur sembuk rekening aplikasi livin min livin tampil yang warna biru jujur suka livin warna biru ringan mudah privasi
aplikasi gak becus transaksi eror,0.0,aplikasi gak becus transaksi eror
livin logo kuning penyimpanan nya jujur nyaman pakai logo biru banding versi gini nya mending beralih bank aja,0.0,livin logo kuning simpan dia jujur nyaman pagai logo biru banding versi gini dia mending alih bank aja
maintenance mengganggu urgent,0.0,maintenance ganggu urgent
aplikasi tolol,0.0,aplikasi tolol
parah sih apk kualitas nya parah masuk livin gak tekan,0.0,parah sih apk kualitas dia parah masuk livin gak tekan
sy kesulitan update livin andiri,0.0,sy sulit update livin andiri
jam an buka jam malam gabisa yaallah orang butuh gabisa,0.0,jam an buka jam malam gabisa yaallah orang butuh gabisa
halllo team mandiri aplikasi livin upgrade g bs login y aplikasi y buka cm sampe loading,0.0,halllo team mandiri aplikasi livin upgrade g bs login y aplikasi y buka cm sampe loading
rekening tl tunggu kwkwkwk,0.0,rekening tl tunggu kwkwkwk
susah loggin sihhhhhhh huhhhhhh,0.0,susah loggin sihhhhhhh huhhhhhh
error app nya tolong info solusinya trims,0.0,error app dia tolong info solusinya trims
update nyaman nih,0.0,update nyaman nih
ku kasar nyesel bgt udah ngapus yg logo biru yg lago kuning nyusahin bgtttt ngisi saldo shopee aja ga halooo tolongggg laut aja udah ngisi saldo shopee aja ga,0.0,aku kasar nyesel bgt udah ngapus yang logo biru yang lago kuning nyusahin bgtttt ngisi saldo shopee aja ga halooo tolongggg laut aja udah ngisi saldo shopee aja ga
transfer berhasil saldo sisain saldo rb skerang rb gak info sebelumy min endbal tlong perbarui sistem biar nyaman,0.0,transfer berhasil saldo sisain saldo rb skerang rb gak info sebelumy min endbal tlong perbarui sistem biar nyaman
aplikasi nya maintenance pelayanan gmna transfer transaksi mending aja app yg,0.0,aplikasi dia maintenance layan gmna transfer transaksi mending aja app yang
aplikasinya ngak update kayak keong puter udah pakai wifi data aja ribet banget update kayak gini kecewa aja aplikasi ngak kayak bank satset aplikasinya,0.0,aplikasi dia ngak update kayak keong puter udah pagai wifi data aja ribet banget update kayak gini kecewa aja aplikasi ngak kayak bank satset aplikasi dia
paham maksud licin by mandiri khusus suru apdate livinn sayaerasa nyaman nasabah mandiri,0.0,paham maksud licin by mandiri khusus suru apdate livinn sayaerasa nyaman nasabah mandiri
gak isi shopeepay transaksi yg lambat bgt balikkin mbanking yg logo biru aja,0.0,gak isi shopeepay transaksi yang lambat bgt balikkin mbanking yang logo biru aja
livin down ga nyaman,0.0,livin down ga nyaman
maintenance nya banget parah nasabah kesulitan transaksi tolong perbaiki permasalahan cepat jutaan orang yg aplikasi mengecewakan lambat responsif,0.0,maintenance dia banget parah nasabah sulit transaksi tolong perbaiki masalah cepat jutaan orang yang aplikasi kecewa lambat responsif
x mengalami gangguan,0.0,x alami ganggu
loading update,0.0,loading update
udah daftar pakai atm simpel mandiri disuruh verifikasi wajah setelahnya suruh kantor cabang,0.0,udah daftar pagai atm simpel mandiri suruh verifikasi wajah setelah dia suruh kantor cabang
update skarang update ngabis in kwota aja aplikasi kentuut,0.0,update skarang update ngabis in kwota aja aplikasi kentuut
gagal paham ganti apk mending yg yg gajelas,0.0,gagal paham ganti apk mending yang yang gajelas
ngeselin nih livini mandiri kemaren bikin mbankking nya ga sampe ganti kartu barusan coba sampe kali donlot tetep ga pas vrepikasi wajah nya sampe kali vripikasi wajah ga,0.0,ngeselin nih livini mandiri kemaren bikin mbankking dia ga sampe ganti kartu barus coba sampe kali donlot tetep ga pas vrepikasi wajah dia sampe kali vripikasi wajah ga
logout daftar ulang gabisa daftar,0.0,logout daftar ulang gabisa daftar
gak daftar,0.0,gak daftar
update trs merepotkn kecewa,0.0,update trs merepotkn kecewa
password sy slah trus daj pin atm sy slah knp,0.0,password sy slah trus daj pin atm sy slah knp
senang yg model logo biru sy ngecek pengeluaran bln trus lupa save transfer buka yg logo kuning gak ngerti ribet pokoknya bagus yg,0.0,senang yang model logo biru sy ngecek keluar bln trus lupa save transfer buka yang logo kuning gak ngerti ribet pokok dia bagus yang
hey masuk transfer aplikai,0.0,hey masuk transfer aplikai
update aplikasinya ribet efektif atm nya kosong ganti bank aja,0.0,update aplikasi dia ribet efektif atm dia kosong ganti bank aja
login jaringan bagus mohon petunjuknya,0.0,login jaring bagus mohon petunjuk dia
tolong mandiri kalo app berkualitas suka error update,0.0,tolong mandiri kalo app kualitas suka error update
login udah kartu nya gagal ya,0.0,login udah kartu dia gagal ya
update yg terbaru habis transfer gk menu utama x kali tetep gk,0.0,update yang baru habis transfer gk menu utama x kali tetep gk
jumat harini sabtu eror aja apl perbankan pling parah yg temui bbrpa apl bank bca brimo bsi bagus kecuali ampun dah dasar ga berguna berulang sms verifikasi pulsa habis aplikasi terjelek yg pakai,0.0,jumat harini sabtu eror aja apl bank pling parah yang temui bbrpa apl bank bca brimo bsi bagus kecuali ampun dah dasar ga guna berulang sms verifikasi pulsa habis aplikasi jelek yang pagai
aplikasi aneh pengen nulis alamat provinsi kabupaten ga pencet stak situ aja,0.0,aplikasi aneh pengen nulis alamat provinsi kabupaten ga pencet stak situ aja
gak transfer mandiri,0.0,gak transfer mandiri
bank karna buku rekening lupa letakinny pake dialihkan livin gold otomatis transaksi atm blokir harusny nasabah pilihan pake aplikasi,0.0,bank karna buku rekening lupa letakinny pake alih livin gold otomatis transaksi atm blokir harusny nasabah pilih pake aplikasi
mandiri ribet bet bet,0.0,mandiri ribet bet bet
troublenya,0.0,trouble dia
maaf kecewa aplikasi livin terbaru bagusan yg agen mandiri terbantu dg aplikasi livin yg ana total debet kredit pd pd aplikasi livin yg berisi reng an muncul nomor kartu kpm transaksi bansos,0.0,maaf kecewa aplikasi livin baru bagusan yang agen mandiri bantu dg aplikasi livin yang ana total debet kredit pd pd aplikasi livin yang isi reng an muncul nomor kartu kpm transaksi bansos
elor,0.0,elor
susah untk,0.0,susah untk
aplikasi kuning update aplikasi udah gitu lamaa,0.0,aplikasi kuning update aplikasi udah gitu lamaa
tgl cek saldo eror aplikasi ga buka sekelas mandiri bgt aplikasi nya tolong perbaiki,0.0,tgl cek saldo eror aplikasi ga buka sekelas mandiri bgt aplikasi dia tolong perbaiki
tolong benerin app transaksi susah app gak kebuka,0.0,tolong terin app transaksi susah app gak kebuka
eror trus bangke dh tau butuh bisnis,0.0,eror trus bangke dh tau butuh bisnis
mmalllah jdi lemot,0.0,mmalllah jdi lemot
parah livin aneh tbtb susah banget login mending apk yg ringan,0.0,parah livin aneh tbtb susah banget login mending apk yang ringan
pebarui eror melulu kacau kecewa,0.0,pebarui eror lulu kacau kecewa
knapa sih update bln pas suruh upadate memori penuh bikin kesel aje,0.0,knapa sih update bln pas suruh upadate memori penuh bikin kesel aje
jam pagi jam sibuk transfer uang maintenance,0.0,jam pagi jam sibuk transfer uang maintenance
daftar bank,0.0,daftar bank
susah dapet sms verifikasi ya sampe x sms terkirim tetep ngga daoet verifikasi sms payahhhlahhh balikke biru aja,0.0,susah dapet sms verifikasi ya sampe x sms kirim tetep ngga daoet verifikasi sms payahhhlah hh balikke biru aja
bagusan inj lemot,0.0,bagus inj lemot
update y cs jngan d persulit ntar nasabah ny kabur loh mohon d perbaiki,0.0,update y cs jngan d persulit ntar nasabah ny kabur loh mohon d perbaiki
menyusahkan update teruuus,0.0,susah update teruuus
fc,0.0,fc
busettt ni aplikasi pindah aplikasi livin logo kuning nda verifikasi aplikasi trburuk bikin ribet aja,0.0,busettt ni aplikasi pindah aplikasi livin logo kuning nda verifikasi aplikasi trburuk bikin ribet aja
upgrade trssss,0.0,upgrade trssss
